Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,30.66,-29.6,-16.57,147.32,60.01,-33.1,-71.41,,,83.15,3.21
3-Year Average,17.18,10.7,-8.45,13.25,48.9,38.34,-32.61,,-11.19,64.93,
5-Year Average,,5.59,-1.13,22.86,24.88,9.23,-8.78,,-5.59,-3.01,
10-Year Average,,,,,,,-1.86,,7.7,10.05,
