Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,16.49,8.38,-16.92,4.41,-12.05,2.17,142.92,-38.69,68.68,-18.15,10.21
3-Year Average,5.9,4.46,1.6,-2.04,-8.63,-2.1,29.72,15.02,35.94,-5.41,
5-Year Average,0.76,17.64,1.35,-0.23,-0.75,-3.32,13.62,6.92,17.69,16.01,
10-Year Average,11.3,9.8,5.14,1.23,1.11,-1.3,15.61,4.1,8.36,7.3,
