Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,48.28,-10.85,35.65,-5.77,-17.69,30.58,3.8,-12.8,20.98,78.57
3-Year Average,,,89.13,21.49,4.45,1.71,0.43,3.72,5.73,3.07,
5-Year Average,,6.31,20.11,,53.95,6.82,4.14,7.36,-1.73,3.31,
10-Year Average,,6.71,0.44,8.5,12.82,,5.22,13.56,,26.11,
