Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.52,-41.45,9.56,,,21.19,-28.37,1.26,29.63,-3.95,-36.06
3-Year Average,24.47,-3.47,-10.04,,11.88,15.71,,-4.21,-2.03,8.03,
5-Year Average,15.65,1.13,4.34,,-1.42,-0.13,3.99,2.36,,1.82,
10-Year Average,,,,,5.53,7.47,2.55,3.35,3.68,0.19,
