Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,435.4,-69.63,,,62.71,20.54,149.76,-25.65
3-Year Average,,,-22.07,,,,-9.27,58.77,,69.84,
5-Year Average,,,16.47,49.38,-5.1,,,45.44,7.94,64.51,
10-Year Average,,,,,48.66,,36.36,30.15,26.98,24.95,
