Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-10.6,,,618.43,0.44,20.27,44.12,41.3,8.38,52.82,0.47
3-Year Average,5.68,,-62.65,-25.18,,105.5,20.3,34.79,30.2,32.77,
5-Year Average,7.64,,-41.45,-12.92,-17.77,-12.74,,77.61,21.67,32.32,
10-Year Average,17.69,,-17.37,-0.09,-0.36,-3.08,0.09,1.97,2.93,4.31,
