Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.05,11.46,-2.19,5.52,22.76,-5.45,-15.43,23.4,-12.89,29.06,6.85
3-Year Average,18.75,19.59,6.26,4.78,8.21,6.99,-0.61,-0.44,-3.13,11.53,
5-Year Average,17.18,15.45,12.79,12.04,9.22,5.95,0.26,5.03,1.08,2.1,
10-Year Average,16.14,16.5,26.4,10.95,14.65,11.42,7.59,8.84,6.42,5.6,
