Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,,,,,37.25,35.62,39.94,45.77,46.08,43.84,42.21
R&D,,,,,,,,,,,
Other,,,,,29.76,35.02,123.8,22.35,21.48,19.94,19.07
Operating Margin,,,,,15.46,20.92,-73.94,25.47,26.18,29.19,32.64
Net Int Inc & Other,,,,,-17.53,-8.44,-10.21,-6.41,-6.26,-7.02,-6.09
EBT Margin,,,,,15.46,20.92,-73.94,25.47,26.18,29.19,32.64
