Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-8.83,-35.38,52.08,7.87,-9.52,-10.44,8.83,0.68,-0.69,-8.49,2.33
3-Year Average,-1.77,-14.22,-3.6,1.96,14.07,-4.39,-4.11,-0.63,2.85,-2.92,
5-Year Average,2.76,-7.38,-1.41,0.7,-2.65,-3.0,7.66,-0.86,-2.49,-2.26,
10-Year Average,12.06,0.76,3.44,1.42,-0.21,-0.16,-0.14,-1.14,-0.91,-2.46,
