Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.97,16.46,-2.55,2.65,20.18,6.16,-5.11,-5.08,-10.09,-1.17,-6.65
3-Year Average,8.37,11.55,9.27,5.22,6.33,9.41,6.58,-1.49,-6.79,-5.52,
5-Year Average,5.85,10.1,7.63,6.78,9.99,8.25,3.9,3.36,0.65,-3.21,
10-Year Average,3.79,5.45,7.53,8.63,6.61,7.04,6.96,5.47,3.67,3.18,
