Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,124.53,12.21,1.66,45.62,52.28,27.67,-68.39,18.68,35.62,-12.08,
Free Cash Flow Growth % YOY,,,,,-42.97,192.89,,,,,
Cap Ex as a % of Sales,64.6,65.48,26.33,9.78,17.51,15.54,16.02,11.87,11.42,14.19,14.19
Free Cash Flow/Sales %,-51.01,-50.4,-11.09,7.7,3.46,9.46,-6.17,-1.46,3.59,-1.63,-1.63
Free Cash Flow/Net Income,-4.09,-20.07,0.93,2.14,0.48,1.22,-4.69,0.11,-1.58,0.49,0.49
