Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,72.24,63.38,69.9,65.65,60.34,63.15,62.36,67.42,74.39,65.83,66.28
Gross Margin,27.76,36.62,30.1,34.35,39.66,36.85,37.64,32.58,25.61,34.17,33.72
SG&A,41.2,27.28,9.98,17.34,29.8,29.8,33.59,29.28,17.99,22.45,26.31
R&D,,,,,,,,,,,
Other,,,,,,3.51,5.19,5.95,-3.08,-5.24,-5.23
Operating Margin,-13.44,9.34,20.12,17.36,9.86,6.74,1.43,2.33,11.18,17.53,13.61
Net Int Inc & Other,4.96,-0.82,-0.14,-0.38,-2.67,,,,-6.16,-10.19,-10.17
EBT Margin,-8.48,8.52,19.98,16.98,7.19,6.74,1.43,2.33,5.03,7.34,3.45
