Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,60.61,56.73,50.26,47.18,43.33,41.88,43.09,43.01,44.61,47.48,47.26
Gross Margin,39.39,43.27,49.74,52.82,56.67,58.12,56.91,56.99,55.39,52.52,52.74
SG&A,13.66,14.14,16.72,27.19,48.04,48.21,48.22,48.3,46.94,45.93,45.48
R&D,,,,,,,,,,,
Other,14.9,20.87,26.04,19.95,,,,,,,
Operating Margin,10.97,8.4,7.07,5.67,8.64,9.91,8.69,8.69,8.44,6.59,7.26
Net Int Inc & Other,0.92,3.24,1.1,0.38,0.05,0.09,-0.03,-0.04,-0.07,0.03,
EBT Margin,11.89,11.64,8.17,6.05,8.69,10.0,8.66,8.64,8.37,6.62,7.26
