Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-22.58,-80.55,417.89,40.81,-23.7,-66.34,188.92,-35.39,112.04,
Free Cash Flow Growth % YOY,,-26.84,-94.08,1744.5,42.69,-23.82,-74.78,265.96,-39.19,133.44,
Cap Ex as a % of Sales,2.72,3.54,4.96,1.77,1.99,1.86,2.62,2.66,2.23,2.34,2.23
Free Cash Flow/Sales %,19.97,17.5,1.68,16.27,21.08,19.37,5.67,17.18,9.81,20.44,24.51
Free Cash Flow/Net Income,1.14,1.48,-0.28,1.66,1.15,15.5,1.66,1.45,0.69,1.29,1.11
