Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,23.53,-45.58,-68.75,260.0,35.56,-12.3,-6.54,-65.0,,,-14.06
3-Year Average,17.77,-15.59,-40.55,-15.09,15.1,62.36,3.57,-34.05,,,
5-Year Average,60.04,9.0,-22.6,-7.51,0.5,-6.15,4.56,6.96,,,
10-Year Average,43.85,5.63,20.11,8.52,11.8,22.55,6.76,-9.01,,,
