Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,12.39,-0.26,55.75,80.48,69.31,43.48,17.56,26.76,24.45,28.05,
3-Year Average,38.87,16.53,20.41,41.01,68.21,63.67,41.88,28.83,22.86,26.41,
5-Year Average,21.18,37.81,32.99,34.78,39.77,46.77,51.68,45.56,35.13,27.78,
10-Year Average,,,,,,33.36,44.58,39.13,34.95,33.64,
