Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.05,14.01,-17.93,6.9,-2.25,-8.26,10.57,9.69,-7.86,-5.8,3.81
3-Year Average,4.29,9.02,-0.57,0.01,-4.99,-1.4,-0.28,3.62,3.77,-1.62,
5-Year Average,6.7,7.33,1.2,2.6,0.54,-2.15,-2.75,3.06,0.04,-0.69,
10-Year Average,1.85,1.31,2.05,1.38,1.56,2.18,2.16,2.13,1.31,-0.08,
