Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,79.04,79.05,76.52,75.61,70.56,66.37,59.02,50.75,59.58,60.72,58.95
Gross Margin,20.96,20.95,23.48,24.39,29.44,33.63,40.98,49.25,40.42,39.28,41.05
SG&A,5.82,5.57,,,,,,,11.51,5.63,8.12
R&D,,,,,,,,,,,
Other,10.25,6.56,14.15,13.97,16.1,18.89,21.22,23.74,20.86,27.41,22.09
Operating Margin,9.41,9.67,12.88,11.15,13.77,17.13,21.06,25.99,10.99,8.27,12.3
Net Int Inc & Other,-1.75,-58.9,19.31,0.61,1.21,-10.71,40.21,-0.92,-0.54,-0.45,0.87
EBT Margin,7.66,-49.23,32.18,11.76,14.99,6.42,61.26,25.07,10.45,7.82,13.17
