Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.48,18.27,-12.14,17.91,3.77,5.02,-12.4,7.9,-12.73,-9.2,2.54
3-Year Average,12.73,13.17,4.71,7.0,2.44,8.71,-1.54,-0.25,-6.22,-5.09,
5-Year Average,9.5,13.81,8.28,8.47,7.03,5.95,-0.22,3.96,-2.11,-4.69,
10-Year Average,25.42,20.95,15.81,9.54,6.36,7.71,6.56,6.1,3.04,1.0,
