Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-72.02,346.53,-5.38,-5.71,32.0,110.77,-19.67,5.86,,,-68.95
3-Year Average,-28.77,14.4,5.74,58.53,5.6,37.91,30.74,21.47,,-33.52,
5-Year Average,-8.44,20.47,8.83,5.96,8.03,61.78,14.8,17.4,,-13.04,
10-Year Average,3.49,18.19,15.78,11.34,14.56,21.71,17.6,13.04,,-3.07,
