Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.05,4.9,-7.6,4.29,7.06,-2.25,-4.55,-6.98,-11.91,-2.23,-0.38
3-Year Average,0.86,4.38,1.56,0.36,1.05,2.96,-0.04,-4.61,-7.86,-7.12,
5-Year Average,4.0,3.06,-0.11,1.85,3.18,1.13,-0.76,-0.63,-3.93,-5.65,
10-Year Average,2.32,2.41,0.9,1.23,2.22,2.56,1.13,-0.37,-1.08,-1.34,
