Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-0.24,10.93,21.3,22.49,17.55,3.91,-12.45,-34.56,52.98,3.55,
3-Year Average,,3.6,10.31,18.12,20.43,14.37,2.26,-15.88,-4.3,1.21,
5-Year Average,,,,10.56,14.09,15.02,9.7,-3.04,1.37,-1.17,
10-Year Average,,,,,,,,,5.87,6.19,
