Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,122.38,,,,,,,,,,
Free Cash Flow/Sales %,,,,,,,-896.93,,,,
Free Cash Flow/Net Income,0.64,0.37,0.55,1.17,0.94,0.46,0.1,0.34,0.88,0.56,0.56
