Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-64.74,54.59,270.43,42.78,-35.95,18.28,15.82,-49.32,262.3
3-Year Average,,,,,26.39,101.45,50.19,2.65,-4.26,-11.45,
5-Year Average,,,,,,,13.05,44.01,35.93,-8.68,
10-Year Average,,,,,,,,,,,
