Key Efficiency Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Days Sales Outstanding,1569.38,,,,,216.2,319.15,1401.38,770.97,,
Days Inventory,,,,,,,5187.29,195.63,,,
Payables Period,,,,,,,,,,,
Cash Conversion Cycle,,,,,,,,,,,
Receivables Turnover,0.23,,,,,1.69,1.14,0.26,0.47,,
Inventory Turnover,,,,,,,0.07,1.87,,,
Fixed Assets Turnover,0.17,,,,,4.12,0.53,0.04,0.03,,
Asset Turnover,0.02,,,,,0.06,0.03,,0.01,,
