Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,63.6,62.09,61.58,60.38,60.93,61.36,61.57,61.26,61.37
Gross Margin,,,36.4,37.91,38.42,39.62,39.07,38.64,38.43,38.74,38.63
SG&A,,,23.41,23.02,25.35,24.69,25.8,23.49,23.38,24.26,23.47
R&D,,,2.21,2.31,2.63,2.8,2.71,2.66,2.6,2.92,3.67
Other,,,1.09,0.47,0.05,0.45,1.09,0.66,0.16,0.8,0.75
Operating Margin,,,9.69,12.12,10.39,11.69,9.46,11.82,12.29,10.77,10.74
Net Int Inc & Other,,,0.04,,-0.32,-1.45,-1.69,-1.07,-1.26,-1.75,-1.64
EBT Margin,,,9.72,12.12,10.07,10.23,7.77,10.75,11.03,9.02,9.1
