Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,28.25,29.09,-38.93,6.17,13.99,13.01,-4.7,2.54,6.99,30.32,12.26
3-Year Average,26.55,26.75,0.37,-5.76,-9.59,11.0,7.08,3.36,1.5,12.66,
5-Year Average,27.46,26.06,9.83,5.71,4.12,1.52,-4.46,5.97,6.14,9.02,
10-Year Average,,,,,,13.75,9.74,7.88,5.93,6.54,
