Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,40.17,39.66,41.35,41.43,41.38,39.95,37.24,39.29,39.93,40.82,40.78
Gross Margin,59.83,60.34,58.65,58.57,58.62,60.05,62.76,60.71,60.07,59.18,59.22
SG&A,27.78,42.65,28.49,29.43,32.13,34.49,22.47,32.28,22.78,25.06,20.72
R&D,,,,,,,,,,,
Other,15.38,15.01,15.34,15.39,14.88,14.21,13.78,13.01,12.17,12.64,13.87
Operating Margin,16.67,2.68,14.82,13.74,11.62,11.36,26.52,15.42,25.12,21.48,24.63
Net Int Inc & Other,-1.11,-1.0,-2.28,-1.84,-2.16,-2.82,-2.23,-3.41,-3.66,-4.82,-4.85
EBT Margin,15.56,1.69,12.54,11.9,9.45,8.54,24.29,12.02,21.46,16.66,19.78
