Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-30.59,-95.85,666.88,25.64,57.01,-77.27,530.43,17.54,-8.36,
Free Cash Flow Growth % YOY,,-38.45,,,-0.96,102.41,,,310.12,26.95,
Cap Ex as a % of Sales,3.01,2.93,2.18,1.43,2.09,2.33,7.86,4.39,3.16,1.94,1.52
Free Cash Flow/Sales %,6.51,4.52,-1.76,1.73,1.59,2.92,-6.84,0.65,2.57,3.2,3.26
Free Cash Flow/Net Income,2.89,1.35,-1.06,0.76,0.81,1.71,-3.8,-0.15,0.63,1.34,1.34
