Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,49.55,63.08,62.76,65.95,65.48,64.85,64.21,59.23,50.51,52.47,56.09
Gross Margin,50.45,36.92,37.24,34.05,34.52,35.15,35.79,40.77,49.49,47.53,43.91
SG&A,,,,,26.1,28.0,27.55,37.8,60.03,67.11,74.71
R&D,,,,,,,,,,,
Other,40.32,41.55,33.8,27.35,,0.79,1.43,,0.9,68.08,74.91
Operating Margin,10.22,-4.62,3.45,6.66,8.41,6.36,6.8,2.97,-11.44,-87.65,-105.71
Net Int Inc & Other,-0.97,-1.21,-1.18,-1.36,-0.76,-1.22,-1.35,-1.06,-6.89,-2.56,-2.14
EBT Margin,9.25,-5.83,2.27,5.3,7.65,5.14,5.45,1.92,-18.33,-90.21,-107.85
