Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,37.32,39.54,40.09,33.14,35.08,33.56,33.26,32.69,32.0,31.25,28.92
Gross Margin,62.68,60.46,59.91,66.86,64.92,66.44,66.74,67.31,68.0,68.75,71.08
SG&A,36.0,36.33,35.98,36.22,34.83,36.96,34.69,62.25,29.17,25.49,26.12
R&D,,,,,,,,,,,
Other,-36.0,-36.33,-35.98,-36.22,-34.83,-36.96,-34.69,-62.25,-29.17,-25.49,-26.12
Operating Margin,24.56,21.32,21.1,28.19,27.24,27.4,28.88,2.24,36.08,59.51,48.33
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
