Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,-24.14,307.57,261.67,64.01,43.28,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,9.02,22.09,163.36,113.58,127.27,79.02,34.74
Free Cash Flow/Sales %,,,,,-5.55,-18.9,-148.56,-85.79,-89.69,-31.37,19.86
Free Cash Flow/Net Income,,,,,-4.78,-7.91,-21.92,-4.04,-3.07,-1.0,0.58
