Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-23.19,50.94,-0.24,6.7,4.99,-5.05,-12.0,4.38,3.18,1.57,2.88
3-Year Average,-2.29,7.84,4.97,17.12,3.77,2.08,-4.27,-4.46,-1.78,3.03,
5-Year Average,-0.42,6.02,7.03,5.95,5.32,9.88,-1.36,-0.46,-1.13,-1.79,
10-Year Average,2.12,4.78,5.58,4.81,4.32,4.6,2.26,3.22,2.35,1.7,
