Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,30.14,44.06,45.82,50.3,44.06,36.62,36.66,33.22,11.13,12.02,11.51
Gross Margin,69.86,55.94,54.18,49.7,55.94,63.38,63.34,66.78,88.87,87.98,88.49
SG&A,0.42,0.49,2.02,1.98,8.61,4.64,8.62,8.71,10.79,10.06,10.23
R&D,,,,,,,,,,,
Other,74.8,111.13,82.66,12.69,67.03,86.47,-41.26,-47.83,-58.94,-47.83,-67.13
Operating Margin,-5.35,-55.68,-30.5,35.03,-19.69,-32.19,95.98,105.89,137.01,125.75,145.38
Net Int Inc & Other,-2.29,-61.79,-41.6,-27.48,-48.32,-31.71,-27.11,-33.96,-34.7,-14.64,-14.29
EBT Margin,-7.64,-117.47,-72.1,7.55,-68.02,-63.9,68.86,71.93,102.31,111.11,131.09
