Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,0.92,-85.92,465.16,-12.16,48.86,
3-Year Average,,,,,,,,-7.04,-11.24,94.78,
5-Year Average,,,,,,,,,,0.99,
10-Year Average,,,,,,,,,,,
