Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,-184.0,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,115.28,38.18,106.66,133.35,59.7,22.76,13.33,154.1,96.53,95.41,95.41
Free Cash Flow/Sales %,-29.31,5.18,-76.84,-109.32,-19.17,12.46,7.01,-165.94,-121.91,-120.84,-120.84
Free Cash Flow/Net Income,-8.69,7.6,1.21,4.04,0.09,-5.55,0.48,2.05,0.94,3.86,3.86
