Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,93.02,197.59,-71.26,23.94,-54.55,130.0,-37.5,62.5
3-Year Average,,,,,,18.19,1.97,-45.49,9.02,-13.22,
5-Year Average,,,-13.05,9.59,,,,-1.44,2.08,-25.29,
10-Year Average,,,-13.65,-3.21,,,20.62,-7.42,5.77,,
