Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-84.46,,,,283.0,37.23,,,,,9.47
3-Year Average,-7.77,,,-10.15,,,,48.72,,,
5-Year Average,,,,,-15.47,30.69,,,,26.34,
10-Year Average,,,,,31.3,,,21.77,,3.34,
