Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-56.91,238.51,-29.82,40.97,15.58,21.68,16.72,4.24,-37.48,5.83,6.64
3-Year Average,-16.66,12.92,0.79,49.61,4.57,25.62,17.96,13.97,-8.71,-11.65,
5-Year Average,11.6,26.96,6.58,7.33,10.77,36.33,10.18,19.26,1.36,-0.41,
10-Year Average,83.72,78.85,85.01,49.61,32.68,23.35,18.28,12.74,4.3,5.03,
