Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,13.52,0.77,5.23,29.14,-8.72,15.87,11.27,4.9,62.62,-34.48,24.0
3-Year Average,12.21,11.39,6.38,11.05,7.45,10.95,5.58,10.59,23.82,3.78,
5-Year Average,14.42,11.2,8.42,13.43,7.25,7.69,9.85,9.78,14.96,7.58,
10-Year Average,10.31,9.37,9.03,11.11,10.33,11.01,10.52,9.1,14.19,7.42,
