Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,22.61,14.6,11.18,23.26,15.41,20.31,21.2,-2.08,25.2,24.86
3-Year Average,,21.03,20.65,16.03,16.24,16.51,19.62,18.94,12.6,14.11,
5-Year Average,,19.54,19.64,17.7,19.2,17.32,16.88,18.19,15.22,15.58,
10-Year Average,,,,8.35,11.87,16.27,18.2,18.91,16.46,17.38,
