Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,9.52,-22.45,25.16,-16.26,31.16,11.24,-16.53,15.25,17.55,-5.43,-4.21
3-Year Average,8.38,1.53,2.06,-6.68,11.19,6.9,6.79,2.28,4.18,8.61,
5-Year Average,14.1,3.08,4.32,1.87,3.15,3.47,5.0,3.28,10.53,3.53,
10-Year Average,16.2,9.39,10.97,,13.18,8.65,4.03,3.8,6.11,3.34,
