Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,-40.67,342.38,117.62,-39.33,-65.64,74.57,-78.49,247.54
3-Year Average,,,,,,78.75,80.09,-23.16,-28.6,-49.47,
5-Year Average,,,,,,,,3.55,28.5,-29.81,
10-Year Average,,,,,,,,,,,
