Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,54.97,55.13,53.72,54.26,56.5,56.41,55.23,54.03,53.76,55.42,55.9
Gross Margin,45.03,44.87,46.28,45.74,43.5,43.59,44.77,45.97,46.24,44.58,44.1
SG&A,31.96,32.07,33.27,31.62,30.34,30.8,31.53,32.33,32.34,30.75,30.62
R&D,,,,,,,,,,,
Other,,3.11,,,,,,,,,
Operating Margin,13.07,9.69,13.01,14.12,13.15,12.79,13.24,13.64,13.91,13.83,13.47
Net Int Inc & Other,0.37,0.51,0.23,0.1,-0.25,0.07,-0.49,0.1,0.37,0.4,0.14
EBT Margin,13.44,10.2,13.24,14.23,12.91,12.86,12.75,13.74,14.28,14.22,13.61
