Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-7.83,-63.07,424.21,-59.91,70.66,-0.5,-0.89,-16.85,-12.55,76.27,
Free Cash Flow Growth % YOY,2.17,-96.79,6046.18,-66.29,82.96,-2.71,1.08,-20.31,-18.68,119.04,
Cap Ex as a % of Sales,1.37,2.31,1.56,1.28,1.9,2.19,1.96,1.81,1.88,1.35,1.47
Free Cash Flow/Sales %,8.86,0.19,11.68,3.68,7.4,7.66,7.52,5.74,4.52,9.75,7.54
Free Cash Flow/Net Income,0.2,-0.01,3.39,0.8,2.75,0.9,1.5,0.79,0.91,0.89,1.01
