Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,813.0,,-128.0,,,,248.0,,87.0,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,20.9,18.86,18.53,28.61,20.7,25.38,31.11,27.38,33.41,29.31,29.16
Free Cash Flow/Sales %,-5.42,-3.87,1.36,-10.24,1.88,-5.58,-7.43,-4.72,-5.96,-1.83,-2.91
Free Cash Flow/Net Income,-0.94,-0.67,0.19,-1.4,0.24,-0.62,-0.86,-0.54,-0.67,-0.18,-0.28
