Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,,,,,100.0,100.0,100.0
COGS,,,,,,,,,85.14,84.45,84.45
Gross Margin,,,,,,,,,14.86,15.55,15.55
SG&A,,,,,,,,,3.99,3.97,3.97
R&D,,,,,,,,,,,
Other,,,,,,,,,,,
Operating Margin,,,,,,,,,11.69,12.42,12.42
Net Int Inc & Other,,,,,,,,,0.49,-0.63,-0.63
EBT Margin,,,,,,,,,12.19,11.79,11.79
