Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,12.56,-57.77,1.67,-45.52,-11.08,62.6,-98.12,,,,
3-Year Average,81.78,-3.57,-21.52,-38.38,-21.03,-7.65,-69.94,,,,
5-Year Average,40.27,19.97,20.87,-13.06,-25.2,-19.49,-56.8,,,,
10-Year Average,,,,,-2.47,6.27,-28.01,,,,
