Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,7.69,-14.29,-12.5,161.9,-30.91,16.58,-6.55,11.11,12.61,2.12,
3-Year Average,,,-6.87,25.24,16.55,28.25,-9.03,6.58,5.35,8.51,
5-Year Average,16.59,27.94,,,7.89,9.61,11.52,16.98,-1.19,6.84,
10-Year Average,,,35.59,,18.43,13.04,19.45,,,7.36,
