Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-52.19,11.53,152.56,21.78,15.56,,,16.87,15.85,-0.89,-16.69
3-Year Average,-13.58,-14.33,10.43,50.81,52.61,,21.25,21.71,,10.3,
5-Year Average,3.48,-1.63,12.7,14.1,13.64,,40.54,20.47,19.27,15.66,
10-Year Average,15.61,13.62,19.83,19.92,20.14,,17.58,16.52,16.65,14.65,
