Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-15.53,19.45,1.86,-1.67,9.24,-7.34,-7.31,7.99,33.32,-3.81,
3-Year Average,14.24,5.72,0.92,6.16,3.04,-0.16,-2.1,-2.48,10.1,11.47,
5-Year Average,6.99,11.56,12.65,3.43,2.0,3.9,-1.24,-0.08,6.2,3.53,
10-Year Average,8.27,13.09,8.77,4.32,7.66,5.43,4.97,6.1,4.8,2.76,
