Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,13.32,-15.12,-3.06,23.54,6.48,-0.99,1.54,-3.82,-10.63,5.88,22.66
3-Year Average,13.92,3.18,-2.31,0.55,8.44,9.21,2.3,-1.11,-4.43,-3.09,
5-Year Average,13.63,7.72,4.0,5.64,4.17,1.39,5.09,4.93,-1.65,-1.76,
10-Year Average,10.12,7.59,6.44,7.52,7.89,7.34,6.4,4.46,1.93,1.16,
