Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.5,-14.63,-7.17,13.73,13.21,-49.0,220.92,,,88.6,-52.08
3-Year Average,14.47,4.33,-0.98,-3.4,6.12,-13.08,22.82,,40.13,17.38,
5-Year Average,14.71,7.0,3.52,3.7,4.56,-12.25,14.36,,9.7,21.49,
10-Year Average,14.99,11.63,8.09,9.91,12.07,0.33,10.62,,6.66,12.71,
