Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,28.1,-3.16,-1.59,5.21,-3.7,-7.28,-10.26,-0.28,117.35,12.78,829.13
3-Year Average,1.05,2.7,6.88,0.09,-0.1,-2.06,-7.12,-6.03,24.82,34.71,
5-Year Average,20.14,17.73,-0.34,2.32,4.35,-2.19,-3.67,-3.41,11.67,15.26,
10-Year Average,,,,,,8.4,6.49,-1.89,6.89,9.67,
