Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-0.38,-12.79,4.92,56.92,-6.99,14.35,22.1,11.18,1.22,56.8,16.16
3-Year Average,6.94,-0.89,-3.04,12.82,15.26,18.62,9.1,15.79,11.18,20.84,
5-Year Average,9.72,5.25,2.27,9.89,5.88,8.84,16.41,17.77,7.88,19.76,
10-Year Average,10.07,8.31,6.7,7.59,9.25,9.28,10.69,9.75,8.88,12.61,
