Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,24.97,23.17,26.8,23.82,17.27,15.99,13.71,13.4
Gross Margin,,,,75.03,76.83,73.2,76.18,82.73,84.01,86.29,86.6
SG&A,,,,15.45,19.05,35.13,22.59,21.28,22.42,19.91,18.67
R&D,,,,7.29,10.46,27.49,17.98,21.39,26.86,21.42,20.19
Other,,,,,,,,,,,
Operating Margin,,,,52.28,47.32,10.57,35.62,40.06,34.72,44.96,47.73
Net Int Inc & Other,,,,-1.22,-1.64,-0.86,-0.64,-0.67,-0.17,0.33,0.68
EBT Margin,,,,51.06,45.68,9.71,34.98,39.39,34.55,45.29,48.41
