Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,16.78,13.59,4.61,6.88,4.6,9.33,8.83,9.6,7.9,3.7,
3-Year Average,22.46,16.43,11.54,8.29,5.36,6.92,7.56,9.25,8.77,7.03,
5-Year Average,11.13,12.86,16.89,12.03,9.18,7.75,6.83,7.83,8.04,7.85,
10-Year Average,8.25,8.4,7.82,7.91,7.89,9.42,9.81,12.27,10.02,8.51,
