Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-81.69,-98.22,299.45,3267.68,-99.26,,,,,,
3-Year Average,35.0,-70.09,-76.49,33.68,,,,,,,
5-Year Average,102.97,,-29.47,29.19,-68.2,,,,,,
10-Year Average,,,,,,,,,,,
