Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,54.59,54.52,55.5,54.9,51.2,52.83,54.48
Gross Margin,100.0,100.0,100.0,100.0,45.41,45.48,44.5,45.1,48.8,47.17,45.52
SG&A,,,,,,,,,,,
R&D,0.08,0.04,0.19,0.08,,,,,,,
Other,96.62,94.75,98.51,97.12,42.98,42.02,41.19,47.92,44.72,43.29,41.42
Operating Margin,3.62,5.58,2.4,3.91,2.44,3.46,3.31,-2.82,5.96,3.98,4.19
Net Int Inc & Other,-0.91,-0.64,-1.03,-1.36,-0.44,-1.22,-0.99,-1.05,-1.08,-0.77,-0.93
EBT Margin,2.71,4.94,1.37,2.55,2.0,2.24,2.32,-3.87,4.87,3.2,3.27
