Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-81.67,,,,,,6517.4,337.87,7.06,7.52,
3-Year Average,-60.26,,-73.46,,,79.55,,,833.77,71.45,
5-Year Average,-62.66,,-63.59,,,-10.02,,463.17,,,
10-Year Average,-39.83,,-52.7,,,-42.04,20.82,52.8,65.42,71.47,
