Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-1.48,-29.05,53.01,-6.2,25.11,-8.74,-10.3,-1.23,40.49,0.74,37.26
3-Year Average,2.02,-8.09,2.27,0.61,21.55,2.31,0.8,-6.84,7.57,11.81,
5-Year Average,7.56,-3.75,2.88,2.19,4.65,3.06,8.01,-1.04,7.28,2.73,
10-Year Average,15.31,6.97,9.32,11.6,9.64,5.29,1.96,0.9,4.71,3.69,
