Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,15.92,55.66,6.28,-45.95,-14.01,49.83,,,-58.55,168.96,
Free Cash Flow Growth % YOY,10.2,36.92,38.66,-66.78,-49.37,71.31,,,-58.66,262.39,
Cap Ex as a % of Sales,1.85,3.1,1.45,3.1,3.84,4.2,2.74,2.47,1.07,1.44,1.44
Free Cash Flow/Sales %,5.63,6.09,9.22,3.51,1.75,2.34,-3.35,3.86,1.66,6.51,4.62
Free Cash Flow/Net Income,0.87,1.02,1.28,0.55,0.25,0.47,1.1,0.97,0.78,2.29,1.94
