Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,1.43,2.73,4.46,5.21,4.55,4.38,4.19,3.94,4.45
Free Cash Flow/Sales %,-91.0,186.33,-70.83,38.48,53.4,15.42,70.28,54.45,47.85,73.24,26.86
Free Cash Flow/Net Income,-19.75,-3.47,35.41,3.14,3.73,1.41,3.95,5.75,2.12,3.43,1.22
