Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,56.65,60.71,51.44,50.46,48.67,44.77,47.04,48.07,42.67,40.39,40.83
Gross Margin,43.35,39.29,48.56,49.54,51.33,55.23,52.96,51.93,57.33,59.61,59.17
SG&A,,1.05,1.89,2.33,2.64,2.57,2.39,2.58,2.04,2.2,2.4
R&D,,,,,,,,,,,
Other,29.88,25.82,31.44,31.5,31.96,34.67,33.64,32.68,37.15,37.47,37.22
Operating Margin,13.46,12.41,15.23,15.71,16.72,18.0,16.93,16.67,18.15,19.93,19.55
Net Int Inc & Other,-4.78,-3.63,-4.27,-4.18,-4.43,-4.61,-3.81,-3.45,-4.29,-4.59,-4.47
EBT Margin,8.68,8.79,10.96,11.53,12.29,13.38,13.12,13.22,13.85,15.35,15.08
